Term / kata,business,entertainment,politics
carrey,0,0,2
repeat,0,0,2
portman,0,0,2
craney,0,0,2
cristi,0,0,2
meryl,0,0,2
streep,0,0,2
mann,0,0,2
gondri,0,0,2
forster,0,0,2
patsi,0,0,2
norah,0,0,2
glad,0,0,2
maroon,0,0,2
singersongwrit,0,0,2
mayer,0,0,2
warhol,0,0,2
henri,0,0,2
sothebi,0,0,2
basquiat,0,0,2
artwork,0,0,2
thoma,0,0,2
costum,0,0,2
omai,0,0,2
storag,0,0,2
collector,0,0,2
savag,0,0,2
norman,0,0,2
miami,0,0,2
romanc,0,0,2
singh,0,0,2
bookmak,0,0,2
soldier,0,0,2
farrel,0,0,2
soni,0,0,2
dad,0,0,2
wambo,0,0,2
displac,0,0,2
trace,0,0,2
sitcom,0,0,2
nathan,0,0,2
satir,0,0,2
cd,0,0,2
bmr,0,0,2
robbi,0,0,2
royalti,0,0,2
silva,0,0,2
richey,0,0,2
moor,0,0,2
flicker,0,0,2
holi,0,0,2
sherri,0,0,2
alexand,0,0,2
gold,0,0,2
mccaughrean,0,0,2
susan,0,0,2
symmon,0,0,2
poetri,0,0,2
mope,0,0,2
gon,0,0,2
na,0,0,2
spike,0,0,2
burt,0,0,2
alda,0,0,2
belafont,0,0,2
eulog,0,0,2
malcolm,0,0,2
x,0,0,2
harlem,0,0,2
raid,0,0,1
caper,0,0,1
julia,0,0,1
straight,0,0,1
heist,0,0,1
wesley,0,0,1
snipe,0,0,1
blade,0,0,1
fabl,0,0,1
hank,0,0,1
fourthbiggest,0,0,1
trilog,0,0,1
sinatra,0,0,1
rat,0,0,1
steven,0,0,1
matt,0,0,1
elliott,0,0,1
gould,0,0,1
catherin,0,0,1
zetajon,0,0,1
allstar,0,0,1
fellman,0,0,1
warner,0,0,1
bro,0,0,1
complimentari,0,0,1
dispirit,0,0,1
vaniti,0,0,1
unabashedli,0,0,1
trivial,0,0,1
darkest,0,0,1
violent,0,0,1
sixyearold,0,0,1
cb,0,0,1
unsuit,0,0,1
under,0,0,1
classifi,0,0,1
guidanc,0,0,1
clone,0,0,1
prequel,0,0,1
chronicl,0,0,1
heroic,0,0,1
anakin,0,0,1
skywalk,0,0,1
darth,0,0,1
vader,0,0,1
helllik,0,0,1
planet,0,0,1
erupt,0,0,1
volcano,0,0,1
molten,0,0,1
lava,0,0,1
pact,0,0,1
heroin,0,0,1
sophi,0,0,1
behead,0,0,1
han,0,0,1
abhorr,0,0,1
tyranni,0,0,1
somehow,0,0,1
transcript,0,0,1
gestapo,0,0,1
interrog,0,0,1
communist,0,0,1
accuraci,0,0,1
reckon,0,0,1
regim,0,0,1
vy,0,0,1
bizet,0,0,1
cape,0,0,1
town,0,0,1
xhosa,0,0,1
ucarmen,0,0,1
ekhayelitsha,0,0,1
khayelitsha,0,0,1
township,0,0,1
troup,0,0,1
utterli,0,0,1
surreal,0,0,1
critter,0,0,1
onto,0,0,1
basketbal,0,0,1
romeo,0,0,1
juliet,0,0,1
commemor,0,0,1
coincid,0,0,1
authent,0,0,1
pole,0,0,1
cowrot,0,0,1
babysitt,0,0,1
terroris,0,0,1
psychopath,0,0,1
jersey,0,0,1
secondunit,0,0,1
commonli,0,0,1
makeup,0,0,1
hair,0,0,1
nich,0,0,1
curs,0,0,1
lynda,0,0,1
obst,0,0,1
fisher,0,0,1
babysit,0,0,1
adapt,0,0,1
zone,0,0,1
board,0,0,1
cluedo,0,0,1
rubbl,0,0,1
tower,0,0,1
gascoign,0,0,1
eastend,0,0,1
scarlett,0,0,1
oneoff,0,0,1
smilli,0,0,1
libertyx,0,0,1
forsyth,0,0,1
tess,0,0,1
dali,0,0,1
hot,0,0,1
stipul,0,0,1
jayn,0,0,1
torvil,0,0,1
crown,0,0,1
sabbath,0,0,1
rome,0,0,1
mentor,0,0,1
loui,0,0,1
walsh,0,0,1
accessori,0,0,1
rocket,0,0,1
spinal,0,0,1
flail,0,0,1
rundown,0,0,1
rae,0,0,1
plot,0,0,1
franklin,0,0,1
perspect,0,0,1
demolish,0,0,1
jani,0,0,1
stepsist,0,0,1
overdos,0,0,1
thrive,0,0,1
input,0,0,1
bed,0,0,1
susten,0,0,1
selfsuffici,0,0,1
tea,0,0,1
mercuri,0,0,1
nirvana,0,0,1
korn,0,0,1
riddl,0,0,1
angst,0,0,1
chopin,0,0,1
debussi,0,0,1
scissor,0,0,1
wagner,0,0,1
smell,0,0,1
napalm,0,0,1
fm,0,0,1
macmillan,0,0,1
rediscov,0,0,1
soviet,0,0,1
gorbachev,0,0,1
hawk,0,0,1
daunt,0,0,1
tonight,0,0,1
upandcom,0,0,1
louder,0,0,1
commercialis,0,0,1
ie,0,0,1
megastar,0,0,1
wealthiest,0,0,1
rake,0,0,1
etc,0,0,1
benefici,0,0,1
travi,0,0,1
subsidis,0,0,1
sorri,0,0,1
chequ,0,0,1
sponsorship,0,0,1
ye,0,0,1
statefund,0,0,1
sit,0,0,1
twiddl,0,0,1
thumb,0,0,1
idoltyp,0,0,1
reinforc,0,0,1
cheap,0,0,1
mould,0,0,1
bandsartist,0,0,1
fratern,0,0,1
plough,0,0,1
penalis,0,0,1
whatsoev,0,0,1
pocket,0,0,1
pollut,0,0,1
disagre,0,0,1
nea,0,0,1
allot,0,0,1
privatelyfund,0,0,1
totp,0,0,1
shakeup,0,0,1
blaze,0,0,1
fearn,0,0,1
cotton,0,0,1
roli,0,0,1
transmit,0,0,1
buzz,0,0,1
bacon,0,0,1
paedophil,0,0,1
woodsman,0,0,1
satyajit,0,0,1
lowbudget,0,0,1
nicol,0,0,1
kassel,0,0,1
molest,0,0,1
contenti,0,0,1
transsexu,0,0,1
brandon,0,0,1
teena,0,0,1
writerdirector,0,0,1
amma,0,0,1
asant,0,0,1
embroil,0,0,1
tens,0,0,1
standoff,0,0,1
turkish,0,0,1
fipresci,0,0,1
aaltra,0,0,1
handicap,0,0,1
sutherland,0,0,1
caouett,0,0,1
tarnat,0,0,1
dustin,0,0,1
hoffman,0,0,1
pixar,0,0,1
bullet,0,0,1
crew,0,0,1
asher,0,0,1
blend,0,0,1
outspoken,0,0,1
charismat,0,0,1
kean,0,0,1
ars,0,0,1
serpent,0,0,1
scare,0,0,1
pirat,0,0,1
songwriterguitarist,0,0,1
enlist,0,0,1
keyboard,0,0,1
karloff,0,0,1
sideburn,0,0,1
britpop,0,0,1
genr,0,0,1
fuse,0,0,1
hip,0,0,1
hop,0,0,1
linda,0,0,1
getaway,0,0,1
driver,0,0,1
coincident,0,0,1
armenian,0,0,1
butcher,0,0,1
farmhous,0,0,1
isol,0,0,1
sneak,0,0,1
rca,0,0,1
lsf,0,0,1
circuit,0,0,1
glastonburi,0,0,1
guerilla,0,0,1
gig,0,0,1
unusu,0,0,1
primal,0,0,1
fieri,0,0,1
assert,0,0,1
ethic,0,0,1
sieg,0,0,1
badland,0,0,1
nme,0,0,1
typic,0,0,1
cutt,0,0,1
embark,0,0,1
wellreceiv,0,0,1
shrewd,0,0,1
promin,0,0,1
behindthescen,0,0,1
nearfat,0,0,1
transatlant,0,0,1
rhyme,0,0,1
dmc,0,0,1
drum,0,0,1
mase,0,0,1
madd,0,0,1
superstar,0,0,1
mainstream,0,0,1
izzo,0,0,1
hova,0,0,1
blueprint,0,0,1
incorpor,0,0,1
jackson,0,0,1
latenight,0,0,1
fractur,0,0,1
anytim,0,0,1
wheel,0,0,1
inch,0,0,1
chaka,0,0,1
humor,0,0,1
clichd,0,0,1
preoccup,0,0,1
gun,0,0,1
jewelleri,0,0,1
jamz,0,0,1
twista,0,0,1
mobo,0,0,1
slender,0,0,1
multichannel,0,0,1
strongest,0,0,1
freeview,0,0,1
portion,0,0,1
begun,0,0,1
nasti,0,0,1
caustic,0,0,1
harper,0,0,1
synopsi,0,0,1
waysid,0,0,1
ontario,0,0,1
novelist,0,0,1
inaugur,0,0,1
excerpt,0,0,1
passag,0,0,1
dmx,0,0,1
ashanti,0,0,1
dash,0,0,1
beani,0,0,1
sigel,0,0,1
antonio,0,0,1
credibl,0,0,1
groundbreak,0,0,1
shawn,0,0,1
carter,0,0,1
dirt,0,0,1
shoulder,0,0,1
beyonc,0,0,1
knowl,0,0,1
simmon,0,0,1
rick,0,0,1
rubin,0,0,1
rundmc,0,0,1
beasti,0,0,1
enemi,0,0,1
hail,0,0,1
dieter,0,0,1
conscious,0,0,1
streak,0,0,1
antiamerican,0,0,1
spacey,0,0,1
fill,0,0,1
ry,0,0,1
cooder,0,0,1
kokomo,0,0,1
cocktail,0,0,1
tambourin,0,0,1
gram,0,0,1
parson,0,0,1
papa,0,0,1
johnston,0,0,1
evolv,0,0,1
rip,0,0,1
charit,0,0,1
hayao,0,0,1
howl,0,0,1
wynn,0,0,1
trap,0,0,1
spell,0,0,1
witch,0,0,1
distributor,0,0,1
toho,0,0,1
osella,0,0,1
venic,0,0,1
dalla,0,0,1
tennesse,0,0,1
understudi,0,0,1
joey,0,0,1
rave,0,0,1
thiev,0,0,1
churchil,0,0,1
preview,0,0,1
ethel,0,0,1
barrymor,0,0,1
rinaldi,0,0,1
unchang,0,0,1
leveaux,0,0,1
lang,0,0,1
wingfield,0,0,1
twentyseven,0,0,1
attribut,0,0,1
tighter,0,0,1
miramax,0,0,1
tulip,0,0,1
keira,0,0,1
knightley,0,0,1
isl,0,0,1
samuelson,0,0,1
hiatu,0,0,1
potter,0,0,1
bridget,0,0,1
wimbledon,0,0,1
thunderbird,0,0,1
spokesperson,0,0,1
indigen,0,0,1
per,0,0,1
rememb,0,0,1
texanborn,0,0,1
ballad,0,0,1
jed,0,0,1
clampett,0,0,1
pilot,0,0,1
daugher,0,0,1
misel,0,0,1
tire,0,0,1
birthday,0,0,1
sang,0,0,1
bluegrass,0,0,1
lester,0,0,1
flatt,0,0,1
earl,0,0,1
scrugg,0,0,1
banjo,0,0,1
grammar,0,0,1
griffith,0,0,1
hector,0,0,1
festen,0,0,1
rufu,0,0,1
norri,0,0,1
rebecca,0,0,1
lenkiewicz,0,0,1
playwright,0,0,1
eddi,0,0,1
redmayn,0,0,1
goat,0,0,1
rhi,0,0,1
shakespearean,0,0,1
oram,0,0,1
whatsonstagecom,0,0,1
rigg,0,0,1
dame,0,0,1
judi,0,0,1
dench,0,0,1
rsc,0,0,1
barnett,0,0,1
headach,0,0,1
revolutionis,0,0,1
workingclass,0,0,1
romania,0,0,1
fertil,0,0,1
hack,0,0,1
sate,0,0,1
juvenil,0,0,1
readership,0,0,1
syllabl,0,0,1
discourag,0,0,1
grey,0,0,1
bylin,0,0,1
dumb,0,0,1
joan,0,0,1
swansong,0,0,1
superteam,0,0,1
batman,0,0,1
astronaut,0,0,1
bombard,0,0,1
cosmic,0,0,1
forev,0,0,1
dandruff,0,0,1
ingrown,0,0,1
toenail,0,0,1
acn,0,0,1
pour,0,0,1
rekindl,0,0,1
nerdi,0,0,1
bite,0,0,1
irradi,0,0,1
spider,0,0,1
crawl,0,0,1
skyscrap,0,0,1
icon,0,0,1
spidey,0,0,1
affection,0,0,1
sidekick,0,0,1
brawn,0,0,1
mighti,0,0,1
thor,0,0,1
iron,0,0,1
bigotri,0,0,1
inequ,0,0,1
kirbi,0,0,1
miller,0,0,1
romitaand,0,0,1
broke,0,0,1
panther,0,0,1
surfer,0,0,1
ponder,0,0,1
northstar,0,0,1
closet,0,0,1
heyday,0,0,1
comicstrip,0,0,1
spectacularli,0,0,1
bankrupt,0,0,1
pow,0,0,1
purveyor,0,0,1
claw,0,0,1
tiger,0,0,1
xmen,0,0,1
indestruct,0,0,1
delta,0,0,1
runnerup,0,0,1
shannon,0,0,1
noll,0,0,1
nina,0,0,1
tucker,0,0,1
boyfriend,0,0,1
mcfadden,0,0,1
pepsi,0,0,1
whilst,0,0,1
bag,0,0,1
idiot,0,0,1
b,0,0,1
sexiest,0,0,1
sebastian,0,0,1
vh,0,0,1
cher,0,0,1
luna,0,0,1
fairground,0,0,1
harbour,0,0,1
electra,0,0,1
imbruglia,0,0,1
steve,0,0,1
workshop,0,0,1
paramount,0,0,1
bleep,0,0,1
nuditi,0,0,1
warmong,0,0,1
israel,0,0,1
guest,0,0,1
cate,0,0,1
fri,0,0,1
glitter,0,0,1
glamour,0,0,1
gael,0,0,1
kruger,0,0,1
anjelica,0,0,1
huston,0,0,1
helen,0,0,1
mirren,0,0,1
sid,0,0,1
kenneth,0,0,1
welllov,0,0,1
hove,0,0,1
guildhal,0,0,1
richardson,0,0,1
harddonebi,0,0,1
putupon,0,0,1
matron,0,0,1
miniseri,0,0,1
cazalet,0,0,1
pott,0,0,1
beast,0,0,1
beresford,0,0,1
trouper,0,0,1
thoroughli,0,0,1
pearc,0,0,1
ladi,0,0,1
legend,0,0,1
posthum,0,0,1
heaven,0,0,1
gladi,0,0,1
gospel,0,0,1
rendit,0,0,1
georgia,0,0,1
replic,0,0,1
boo,0,0,1
confess,0,0,1
rapsung,0,0,1
lil,0,0,1
jesu,0,0,1
vertigo,0,0,1
britney,0,0,1
spear,0,0,1
toxic,0,0,1
rod,0,0,1
stardust,0,0,1
songbook,0,0,1
volum,0,0,1
iii,0,0,1
astound,0,0,1
sting,0,0,1
victor,0,0,1
anni,0,0,1
lennox,0,0,1
motorhead,0,0,1
basement,0,0,1
jaxx,0,0,1
elvi,0,0,1
joss,0,0,1
instrument,0,0,1
transmigr,0,0,1
philharmon,0,0,1
spoken,0,0,1
audio,0,0,1
autobiographi,0,0,1
fashion,0,0,1
matiss,0,0,1
sixstorey,0,0,1
townhous,0,0,1
cunanan,0,0,1
impressionist,0,0,1
nude,0,0,1
tobia,0,0,1
meyer,0,0,1
impecc,0,0,1
directli,0,0,1
champion,0,0,1
juxtapos,0,0,1
masterpiec,0,0,1
jeanmichel,0,0,1
francesco,0,0,1
furnitur,0,0,1
daniel,0,0,1
indebt,0,0,1
kristin,0,0,1
crucibl,0,0,1
boxer,0,0,1
sensat,0,0,1
launderett,0,0,1
oldest,0,0,1
shochiku,0,0,1
cinemat,0,0,1
akira,0,0,1
hurosawa,0,0,1
galleri,0,0,1
unsuccess,0,0,1
caricatur,0,0,1
sculptur,0,0,1
nobl,0,0,1
polynesia,0,0,1
fascin,0,0,1
exot,0,0,1
historian,0,0,1
clip,0,0,1
cleancut,0,0,1
quizz,0,0,1
softspoken,0,0,1
archivist,0,0,1
jodi,0,0,1
rider,0,0,1
lifestyl,0,0,1
expos,0,0,1
simul,0,0,1
bath,0,0,1
aggrav,0,0,1
grave,0,0,1
pere,0,0,1
lachais,0,0,1
jewel,0,0,1
nile,0,0,1
aishwarya,0,0,1
rai,0,0,1
bride,0,0,1
monsoon,0,0,1
angadia,0,0,1
courier,0,0,1
partnership,0,0,1
shailendra,0,0,1
percept,0,0,1
swashbuckl,0,0,1
kathleen,0,0,1
turner,0,0,1
wager,0,0,1
dougray,0,0,1
wartim,0,0,1
enigma,0,0,1
punter,0,0,1
ewan,0,0,1
mcgregor,0,0,1
jackman,0,0,1
troy,0,0,1
eric,0,0,1
bana,0,0,1
salmon,0,0,1
mgm,0,0,1
biopic,0,0,1
talli,0,0,1
outstrip,0,0,1
recount,0,0,1
grudg,0,0,1
gellar,0,0,1
bestsel,0,0,1
jennif,0,0,1
lopez,0,0,1
romant,0,0,1
shall,0,0,1
guild,0,0,1
hackford,0,0,1
gentleman,0,0,1
heavili,0,0,1
poorrat,0,0,1
gail,0,0,1
drift,0,0,1
unscript,0,0,1
primetim,0,0,1
nielsen,0,0,1
quiet,0,0,1
seth,0,0,1
creator,0,0,1
luanda,0,0,1
explos,0,0,1
crowd,0,0,1
gera,0,0,1
calmer,0,0,1
grip,0,0,1
heard,0,0,1
argentin,0,0,1
bueno,0,0,1
ari,0,0,1
lapet,0,0,1
sibl,0,0,1
primarili,0,0,1
gazetta,0,0,1
tabloids,0,0,1
landmin,0,0,1
dot,0,0,1
joaquim,0,0,1
sahundi,0,0,1
clearanc,0,0,1
reunif,0,0,1
reunifi,0,0,1
rafael,0,0,1
marqu,0,0,1
prodemocraci,0,0,1
soro,0,0,1
reconstruct,0,0,1
detach,0,0,1
comedian,0,0,1
spoof,0,0,1
cowrit,0,0,1
sendup,0,0,1
metropolitan,0,0,1
nichola,0,0,1
burn,0,0,1
paedophilia,0,0,1
characterdriven,0,0,1
charli,0,0,1
brooker,0,0,1
cowritten,0,0,1
webmast,0,0,1
guerrilla,0,0,1
dj,0,0,1
selffacilit,0,0,1
node,0,0,1
columnist,0,0,1
clair,0,0,1
sketch,0,0,1
antipiraci,0,0,1
taught,0,0,1
download,0,0,1
yoxal,0,0,1
extens,0,0,1
feargal,0,0,1
sharkey,0,0,1
arnold,0,0,1
emma,0,0,1
pike,0,0,1
patricia,0,0,1
mom,0,0,1
ok,0,0,1
embed,0,0,1
pavement,0,0,1
boulevard,0,0,1
lebanes,0,0,1
beirut,0,0,1
volvo,0,0,1
hole,0,0,1
floor,0,0,1
brick,0,0,1
excel,0,0,1
idaho,0,0,1
ta,0,0,1
nicholson,0,0,1
keaton,0,0,1
supernatur,0,0,1
thriller,0,0,1
constantin,0,0,1
tenyear,0,0,1
lyricist,0,0,1
vanish,0,0,1
mysteri,0,0,1
devot,0,0,1
poet,0,0,1
articul,0,0,1
shout,0,0,1
stadiumconqu,0,0,1
figurehead,0,0,1
dazzl,0,0,1
incarn,0,0,1
lineup,0,0,1
singerguitarist,0,0,1
bradfield,0,0,1
nicki,0,0,1
drummer,0,0,1
sean,0,0,1
rhythm,0,0,1
selffinanc,0,0,1
alley,0,0,1
fulltim,0,0,1
plug,0,0,1
namecheck,0,0,1
plath,0,0,1
orwel,0,0,1
larkin,0,0,1
eat,0,0,1
disord,0,0,1
selfharm,0,0,1
embassi,0,0,1
bridg,0,0,1
hippi,0,0,1
goa,0,0,1
interpol,0,0,1
spanish,0,0,1
fuerteventura,0,0,1
rachel,0,0,1
mum,0,0,1
cuban,0,0,1
homeless,0,0,1
trainer,0,0,1
wash,0,0,1
self,0,0,1
dredd,0,0,1
soundtrack,0,0,1
bside,0,0,1
compil,0,0,1
lipstick,0,0,1
skeleton,0,0,1
cardiff,0,0,1
laud,0,0,1
heap,0,0,1
giamatti,0,0,1
clint,0,0,1
eastwood,0,0,1
southeastern,0,0,1
accolad,0,0,1
payn,0,0,1
screenplay,0,0,1
haden,0,0,1
virginia,0,0,1
madsen,0,0,1
abort,0,0,1
scrub,0,0,1
zach,0,0,1
braff,0,0,1
garden,0,0,1
fahrenheit,0,0,1
jamelia,0,0,1
charttopp,0,0,1
cube,0,0,1
destini,0,0,1
misunderstood,0,0,1
lucr,0,0,1
dismantl,0,0,1
bomb,0,0,1
il,0,0,1
divo,0,0,1
eponym,0,0,1
abba,0,0,1
crept,0,0,1
booker,0,0,1
hollinghurst,0,0,1
geraldin,0,0,1
trevor,0,0,1
joann,0,0,1
londonbas,0,0,1
postwar,0,0,1
landladi,0,0,1
lodger,0,0,1
jamaican,0,0,1
troop,0,0,1
uniform,0,0,1
jenni,0,0,1
colgan,0,0,1
craig,0,0,1
didact,0,0,1
preachi,0,0,1
eyepop,0,0,1
strang,0,0,1
norrel,0,0,1
susanna,0,0,1
anglia,0,0,1
waterston,0,0,1
suzi,0,0,1
perfect,0,0,1
mari,0,0,1
readabl,0,0,1
piec,0,0,1
intrigu,0,0,1
likeabl,0,0,1
tudor,0,0,1
clare,0,0,1
honorari,0,0,1
poem,0,0,1
mystic,0,0,1
erotica,0,0,1
philosophi,0,0,1
dust,0,0,1
recip,0,0,1
sleigh,0,0,1
choir,0,0,1
airplay,0,0,1
prank,0,0,1
vs,0,0,1
surprisingli,0,0,1
slade,0,0,1
merri,0,0,1
wham,0,0,1
cliff,0,0,1
mistleto,0,0,1
bigbudget,0,0,1
sixthplac,0,0,1
threehour,0,0,1
ben,0,0,1
disney,0,0,1
bruckheim,0,0,1
maleorient,0,0,1
wear,0,0,1
silk,0,0,1
chiffon,0,0,1
dress,0,0,1
decor,0,0,1
bead,0,0,1
soil,0,0,1
nervou,0,0,1
crow,0,0,1
nominatedi,0,0,1
thrill,0,0,1
rubi,0,0,1
dee,0,0,1
riversid,0,0,1
sidney,0,0,1
poiter,0,0,1
jungl,0,0,1
attallah,0,0,1
shabazz,0,0,1
farewel,0,0,1
finest,0,0,1
uncl,0,0,1
ditto,0,0,1
forti,0,0,1
someday,0,0,1
digniti,0,0,1
queue,0,0,1
wisdom,0,0,1
humour,0,0,1
loyalti,0,0,1
ardent,0,0,1
